sample_id,source_type,zotero_item_key,attachment_key,journal,journal_tier,article_title,year,doi,figure_id,pdf_page,caption,relevance_score,target_primary_purpose,asset_visibility,asset_path,pixel_width,pixel_height,sha256,license_status,redistribution_allowed,counted_toward_private_100,visual_inspection_status,notes,topics,crop_bbox_pt,dpi,third_party_risk,source_pdf_sha256
ZOT-XIR3TDSG-ATNQ7D3X-FIG6-P9,zotero_pdf,XIR3TDSG,ATNQ7D3X,Chemical Engineering Journal,secondary,Building an efficient simultaneous aerobic nitrification and denitrification (SAND) system by enhancing interspecies electron transfer (IET),2026,10.1016/j.cej.2026.173666,Figure 6,9,Fig. 6. Mechanisms of intra- and extracellular electron transfer and IET in SANDF.,54,electron_transfer,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Chemical-Engineering-Journal\XIR3TDSG\ZOT-XIR3TDSG-ATNQ7D3X-FIG6-P9.png,1213,953,0c28bf6aeb74289157f5af8b30f1198cdd699c77ec4fcdce6395170f57635480,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,microbial_cross_feeding;electron_transfer,"123.19,52.29,472.16,326.38",250,not_detected_in_caption_not_cleared,a75fd98ca89410ffb03d16a00ad545d654c7f5d129125ab25db5e317560f6589
ZOT-5I7WJUY6-ZXE2T9QH-FIG1-P3,zotero_pdf,5I7WJUY6,ZXE2T9QH,Nature Communications,core,Methanogenesis in the presence of oxygenic photosynthetic bacteria may contribute to global methane cycle,2024,10.1038/s41467-024-50108-3,Figure 1,3,Fig. 1 | Schematic illustration of CH4 production in the presence of oxygenic photosynthetic bacteria. a Syntrophic methanogenesis under anoxic conditions in darkness. b Abiotic methanogenesis under oxic conditions in illumination.,52,microbial_interaction,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Communications\5I7WJUY6\ZOT-5I7WJUY6-ZXE2T9QH-FIG1-P3.png,862,823,0bc49dff01f718017f12f4fd5f4d4ffb74aeb6cd56b61e0d5acf7df668c38247,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;microbial_cross_feeding;oxygen_redox_interfaces,"43.22,44.76,291.21,281.46",250,not_detected_in_caption_not_cleared,ecb4005c26ef63bd9cc7078fd881af67bc1691ae62fa9b4899e15866cbb4c9f5
ZOT-UMPHI3MT-ABCNV2L7-FIG9-P9,zotero_pdf,UMPHI3MT,ABCNV2L7,Journal of Water Process Engineering,other,Biosynthesis of biogenic ferrous sulfide as a potential electron shuttle for enhanced Cr(VI) removal by Shewanella oneidensis MR-1,2024,10.1016/j.jwpe.2023.104725,Figure 9,9,Fig. 9. Schematic illustration of the mechanisms of Bio-FeS enhancing the Cr(VI) removal by MR-1.,52,integrated_mechanism,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Journal-of-Water-Process-Engineering\UMPHI3MT\ZOT-UMPHI3MT-ABCNV2L7-FIG9-P9.png,1609,1157,cb1305a4d5aa374b63036d7362f9bfebb31dbb5334a13bbe02523b59a8ea24de,not_verified_private_reference_only,false,true,complete,"Private reference only; caption-based selection; verify against source PDF. Source PDF and rendered crop visually compared 2026-09-11: full figure, matching caption, readable resolution, useful schematic or integrated layout. Private use only; rights not cleared.",,"65.62,51.45,528.66,384.41",250,not_detected_in_caption_not_cleared,6db1c7a6bce5ebdc539ee7661261322a733852e698ff4f25eec4201f93f781c4
ZOT-3625XNU4-DIPJIBAZ-FIG2-P4,zotero_pdf,3625XNU4,DIPJIBAZ,Nature Communications,core,Genomic and enzymatic evidence of acetogenesis by anaerobic methanotrophic archaea,2020,10.1038/s41467-020-17860-8,Figure 2,4,Fig. 2 Reconstruction of ANME-2a metabolic pathways. The solid arrows indicate the presence of genes and the dashed arrows indicate the absence of genes involved in the processes based on metagenome-assembled genome.,51,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Communications\3625XNU4\ZOT-3625XNU4-DIPJIBAZ-FIG2-P4.png,1697,1126,287f07f7e8ab47b8b18993297a091fdb8eb104a94d236e871c1cc969a13f0eb9,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy,"53.51,48.71,541.85,372.77",250,not_detected_in_caption_not_cleared,e291431ddbfa3355517bfd9ea68ad460d71fd00c59e636d0e1227e7903518d0f
ZOT-EJN6IS6D-D2JH757R-FIG1-P2,zotero_pdf,EJN6IS6D,D2JH757R,RSC Advances,other,<i>Rhodopseudomonas palustris</i> -based conversion of organic acids to hydrogen using plasmonic nanoparticles and near-infrared light,2019,10.1039/C9RA08747H,Figure 1,2,"Fig. 1 Experimental scheme and reaction pathway. (a) NIR illumination was used as a light source for growing PNSB (R. palustris). The silica–gold core–shell plasmonic nanoparticles further enhanced the biohydrogen production in solution through light scattering and surface plasmon eﬀects. (b) Overview of the metabolic process of R. palustris under photoheterotrophic nitrogen ﬁxing conditions. Abbreviations: LH1, LH2 ¼ light harvesting complexes; RC ¼ reaction center; Fd ¼ ferredoxin (oxidized, reduced); adapted from (13). (c) 3D drawing of bacteria and nanoparticles in suspension with evolved CO2 and H2 in the headspace.",51,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\RSC-Advances\EJN6IS6D\ZOT-EJN6IS6D-D2JH757R-FIG1-P2.png,1211,1027,0a62fc344dc9aaee570f2c6efb60d0e7c958bda81a3f69cc464d3e2ef269b638,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Third-party reproduction/adaptation credit detected; public reuse prohibited pending review. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,RP_carbon_fixation;soluble_donors_mediators;oxygen_redox_interfaces,"123.28,379.30,472.03,674.79",250,flagged,2c8c5b47a8311528e8029c6f6b3678e40d3aedc2c137cd56b701cc228295234e
ZOT-HJAAZ9NZ-SKTAN8CE-FIG2-P9,zotero_pdf,HJAAZ9NZ,SKTAN8CE,Trends in Microbiology,other,Beyond methanogenesis: expanding roles for methanogenic archaea,2026,10.1016/j.tim.2026.04.005,Figure 2,9,"Figure 2. Extracellular electron transport-driven reverse methanogenesis in M. acetivorans. (A) Stoichiometrically constrained reverse methanogenesis in wild-type M. acetivorans. (B) PHA-producing pathway via reverse methanogenesis in engineered M. acetivorans. Other abbreviations follow the caption of Figure 1. Ack: acetate kinase; CODH/ACS: CO dehydrogenase/acetyl-CoA synthase complex; Fmd: formylmethanofuran dehydrogenase; Ftr: formylmethanofuran-H4SPT formyltransferase; HdrA2B2C2: cytoplasmic heterodisulﬁde reductase; HSCoA: coenzyme A; Mch: methylene-H4SPT cyclohydrolase; MmcA: multiheme cytochrome c; phaA: β-ketothiolase; phaB: acetoacetyl-CoA reductase; phaC: PHB synthase; PHA: polyhydroxyalkanoate; Pta: phosphotransacetylase. Adapted from Yan et al [78] and Li et al [81], respectively.",51,electron_transfer,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Trends-in-Microbiology\HJAAZ9NZ\ZOT-HJAAZ9NZ-SKTAN8CE-FIG2-P9.png,1273,1683,f0e824b4cd6e983f95e9197c99e3ae54e0dc145d5c829002a601c56206c15274,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Third-party reproduction/adaptation credit detected; public reuse prohibited pending review. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;electron_transfer;soluble_donors_mediators,"52.72,108.52,419.25,592.86",250,flagged,f74ad5beda0a58ee38379512a1fc7cdf1c4d27e7af4a4b143972b252a36d8bf0
ZOT-W7L5EHV7-NXST2C32-FIG7-P10,zotero_pdf,W7L5EHV7,NXST2C32,Environmental Science & Technology,core,Rhamnolipid Modulates Microbial Interspecies Electron Transfer for Synchronous Sulfidogenesis and Acidogenesis from Mariculture Solid Wastes,2026,10.1021/acs.est.5c16493,Figure 7,10,"Figure 7. Microbial metabolic response and self-adaptation mechanism to RL at the transcriptomic level. Circle heatmap of specific differentially expressed genes involved in metabolic pathways of acidogenesis and sulfidogenesis (a), and microbial self-adaptation (b); expression level of microbial self-adaptation-related genes encoding AI-2 signal molecule synthesis and transport (Function 1), perception (Function 2), and TCS (Function 3) (c), EPSs secretion-related genes encoding exopolysaccharide biosynthesis (Function 1) and protein export (Function 2) (d), ATP synthesis-related genes encoding substrate phosphorylation (Function 1) and oxidative phosphorylation (Function 2) (e); a mechanistic diagram for RL-modulated microbial IET and self-adaptive responses (f).",51,integrated_mechanism,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Environmental-Science-Technology\W7L5EHV7\ZOT-W7L5EHV7-NXST2C32-FIG7-P10.png,1772,1104,742cc5eeba2c85aa47ef290adb4dbe3de4b25dc7b398a7cbf9f7d4a873236b69,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,microbial_cross_feeding;electron_transfer;environmental_microbiology_engineering,"48.44,56.43,558.51,374.04",250,not_detected_in_caption_not_cleared,5bc4065209be06ea1d9bad9c60aa8afaaa7dc836b658955b895ebd2362217f90
ZOT-T8NW8R66-MTG3Z6IG-FIG4-P6,zotero_pdf,T8NW8R66,MTG3Z6IG,Nature Water,secondary,Redox mediator-based bacterial cooperation for anammox extracellular electron transfer,2026,10.1038/s44221-026-00683-0,Figure 4,6,"Fig. 4 | Potential cooperation among anammox bacteria and the key symbiotic bacteria in microbial EET. a, Gene expression levels of genes related to the electron transport chain and ferredoxin transport in AMX (Ca. Brocadia sinica). b, Presence or absence of vitamin and amino acid biosynthesis pathways in AMX, PRO, PLA and ACT (top), and the expression levels of these pathways in AMX (bottom). c, Potential cooperation mechanism among anammox bacteria (AMX), phenazine synthesis bacteria (PLA) and quinone synthesis bacteria (PRO and ACT) under an applied voltage. amt, ammonium transporter; Fdox, oxidized ferredoxin; Fdred, reduced ferredoxin; Quox, oxidized quinones; Qured, reduced quinones; NADH, reduced nicotinamide adenine dinucleotide; Pzox, oxidized phenazines; Pzred, reduced phenazines; PNox, oxidized extracellular protein; PNred, reduced extracellular protein; T2SS, type II secretion system; T4SS, type IV secretion system. Statistical significances between S1 or S2 samples and the control group (S0) were determined via a two-sided Student’s t-test, where P < 0.05 was considered significant: *P < 0.05; **P < 0.01; ***P < 0.001. For each condition, TPM values represent the mean derived from three biological replicates.",50,integrated_mechanism,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Water\T8NW8R66\ZOT-T8NW8R66-MTG3Z6IG-FIG4-P6.png,1324,1249,098254d310a3e8a871fdccf3b0a2ddeebccdb9f2f0cf8b57a041b00f3e8aa220,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,electron_transfer;soluble_donors_mediators;oxygen_redox_interfaces;environmental_microbiology_engineering,"110.68,46.90,491.66,406.14",250,not_detected_in_caption_not_cleared,7f0b273e733d980d6e1e1cb01cb5b270f1b26640a7a6e8a102e832cdd981c819
ZOT-AKRKE9WD-ICD39ZT7-FIG1-P2,zotero_pdf,AKRKE9WD,ICD39ZT7,Small,other,In Situ Biosynthesis of FeS Nanoparticles Boosts Current Generation in Bioelectrochemical Systems Through Efficient Electron Transfer,2024,10.1002/smll.202309648,Figure 1,2,Figure 1. Schematic diagram of the preparation process of Fe3O4/L-Cys nanoparticles and Fe3O4/L-Cys modiﬁed IDAs GA/ppy.,49,material_microbe_interface,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Small\AKRKE9WD\ZOT-AKRKE9WD-ICD39ZT7-FIG1-P2.png,1652,961,dcd67a8978218231db7429646c964e9705ce864f6171b064d6719f28b5f218f5,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,electron_transfer,"58.31,73.10,533.76,349.57",250,not_detected_in_caption_not_cleared,1d76867575f8b9352242b3e1f7f30dbc12af244fa36245afc9ea32e28f93f1e4
ZOT-WIKJ4FZ4-C8ZDHCUX-FIG2-P4,zotero_pdf,WIKJ4FZ4,C8ZDHCUX,Angewandte Chemie International Edition,other,Programming Bio–Bio Electronic Interfaces for Light‐Driven Interspecies Electron Transfer,2026,10.1002/anie.8664414,Figure 2,4,"FIGURE 2 PEDOT enabled artificial EET module constructed in non-exoelectrogenic Syne. (A) Schematic of the in situ oxidative polymerization of EDOT on Syne. SEM images and magnified views of P-Syne (B) and native Syne (C). Slice-TEM images and magnified views of P-Syne (D) and native Syne (E), showing PEDOT distribution on the cellular surface and partial intracellular penetration. CLSM image of Syne with fluorescently labeled PEDOT (F), and the corresponding fluorescence intensity profile (G). (H) Comparison of PEDOT-mediated artificial EET in Syne with natural EET pathways in exoelectrogenic bacteria. Photocurrent response (I), EIS curves (J), and net electrochemical charge-transfer resistance (K) of Syne cells modified with conductive polymers (PEDOT, PPy, or PANI) and native Syne. Data are presented as mean ± SD from n = 3 independent replicates, with error bars representing SD. Statistical analysis was performed using the Kruskal-Wallis test followed by multiple-comparison analysis. **p < 0.01; n.s., not significant.",49,multiscale_schematic,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Angewandte-Chemie-International-Edition\WIKJ4FZ4\ZOT-WIKJ4FZ4-C8ZDHCUX-FIG2-P4.png,1737,2078,908bcafdbef4fd4322627748d4e7ceb62fa6d36f07ae84494a69fe7a4d4ded2b,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,microbial_cross_feeding;electron_transfer;material_microbe_interfaces,"55.89,37.12,555.89,635.27",250,not_detected_in_caption_not_cleared,dfd3247c269dfc40886907da773cff78f21c956b2ebcc2ffd382ab3116781869
ZOT-6EIAJMRK-BL2SNCPV-FIG3-P5,zotero_pdf,6EIAJMRK,BL2SNCPV,Frontiers in Microbiology,other,"Methanotrophs: Discoveries, Environmental Relevance, and a Perspective on Current and Future Applications",2021,10.3389/fmicb.2021.678057,Figure 3,5,"FIGURE 3 | Schematic representation of the nitrate- and nitrite-dependent Anaerobic Oxidation of Methane (N-dAOM). Methylomirabilis bacteria (process in blue) reduce nitrite and through an intra-aerobic pathway, oxidize methane to CO2. “Ca. M. nitroreducens” (process in green) reduce nitrate, with nitrite as an intermediate, while oxidizing methane anaerobically using nitrate as terminal electron acceptor. Furthermore, Methanoperedens archaea are capable of producing ammonia through dissimilatory nitrate reduction (DNRA).",48,environmental_process,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Frontiers-in-Microbiology\6EIAJMRK\ZOT-6EIAJMRK-BL2SNCPV-FIG3-P5.png,1570,746,6d31830176c68b4ad9b41858f60b4bff5c9cea4c905e615ec7963d21621aa6fd,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;environmental_microbiology_engineering,"70.61,446.20,522.61,660.84",250,not_detected_in_caption_not_cleared,5248ee920920790e88fc24c8f0ca32b32fa5e853aa8e1d9d6084aaf1d42621d6
ZOT-PTLX22Q7-AVD2B9JZ-FIG1-P2,zotero_pdf,PTLX22Q7,AVD2B9JZ,Journal of the American Chemical Society,other,Unveiling Janus Chemical Processes in Contact-Electro-Chemistry through Oxygen Reduction Reactions,2025,10.1021/jacs.5c05124,Figure 1,2,"Figure 1. Janus characteristics of CE-Chemistry in aqueous systems. Redox reactions involved in organisms (a(i)) and FEP/water interfaces (a(ii)). (b) HRTEM and SAED diagrams corresponding to different metal ions. (c) Schematic of the reaction mechanism for metal ion reduction by CE- Chemistry. (d) Evolution of Au concentration in conditions of various radical scavengers. DMSO and tert-butanol were used as scavengers for electrons and •OH radicals, respectively. (e) SEPs of various metal ion reductions in the CE-Chemistry system.",48,multiscale_schematic,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Journal-of-the-American-Chemical-Society\PTLX22Q7\ZOT-PTLX22Q7-AVD2B9JZ-FIG1-P2.png,1231,1262,f2b34b4859a5b175bfbe10048cdf86182c21fa074b216b09dce3d604e1366948,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,oxygen_redox_interfaces,"126.39,56.43,480.45,419.39",250,not_detected_in_caption_not_cleared,d536796bb99eb145c39656a58c403bae482c49a70535f51e27de7fc16d933459
ZOT-XKWNLCJH-27H8JTM2-FIGGA-P1,zotero_pdf,XKWNLCJH,27H8JTM2,Environmental Science & Technology,core,Visualizing Microbial Indirect Extracellular Electron Transfer,2026,10.1021/acs.est.6c00304,Graphical abstract,1,Graphical abstract; artwork adjacent to explicit abstract heading in source PDF.,48,graphical_abstract,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Environmental-Science-Technology\XKWNLCJH\ZOT-XKWNLCJH-27H8JTM2-FIGGA-P1.png,828,440,35bce1788cc73cef802e1f93c3e71ff05dd00d9078b77a1ffdcd6d41a998e4b8,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,electron_transfer;environmental_microbiology_engineering,"317.37,220.14,555.42,346.56",250,not_detected_in_caption_not_cleared,e1c01588a621f2673a20e09ce088712072e50bbb982c0b60d5c0c7f335bd9b6a
ZOT-6T7CNEB4-HEUWDX89-FIG6-P11,zotero_pdf,6T7CNEB4,HEUWDX89,Angewandte Chemie International Edition,other,Periplasmic FeS Electron Conduits: Tuning Electrocoupling and Respiratory Dehalogenation in a Synthetic Consortium,2026,10.1002/anie.4522602,Figure 6,11,"FIGURE 6 Proposed working model for noncanonical respiratory debromination and electron transfer in the defined synthetic consortium. (a) PCA clustering of samples from the six transcriptomic conditions (n = 3 biological replicates per group) based on gene-expression profiles. (b and c) AlphaFold3-predicted structure of a B1 QueG-like protein, proposed here as a candidate noncanonical corrinoid-dependent terminal reductase, shown in ribbon and surface views with cobalamin (orange) and docked HBCD (blue). (d and e) Structural model of the putative interaction between the QueG-like candidate reductase and a representative upregulated quinone-linked electron-transfer module, exemplified by NapBC. In the model, the substrate-facing pocket is oriented toward the periplasm, and the [4Fe-4S] clusters (yellow) are positioned adjacent to the c-type heme (blue),",47,multiscale_schematic,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Angewandte-Chemie-International-Edition\6T7CNEB4\ZOT-6T7CNEB4-HEUWDX89-FIG6-P11.png,1737,2184,43ef42161990175de86046b1d02bc23d15a3f7fdada980643392c7d076799e45,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,electron_transfer,"55.89,37.62,555.89,666.26",250,not_detected_in_caption_not_cleared,eb7789d000fc6e76aac947f7e6f8fc9b7b8b63b26105b20f70b86a47afa763e2
ZOT-K3E82HZJ-5MU8ZHBV-FIG1-P2,zotero_pdf,K3E82HZJ,5MU8ZHBV,Nature Communications,core,Electrochemically coupled CH4 and CO2 consumption driven by microbial processes,2024,10.1038/s41467-024-47445-8,Figure 1,2,"Fig. 1 | CH4 oxidation and CO2 reduction in microcosms, promoted by iron minerals. a CH4 oxidation and CO2 reduction with and without iron minerals in microcosm incubations. The killed control represents the incubation with sterilized soil. Data generated from n = 3 biologically independent samples for each group and error bars indicate standard deviation of the mean. b Proposed mechanism for iron minerals serving as a geo-battery to couple CH4 oxidation and CO2 reduction.",47,integrated_mechanism,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature-Communications\K3E82HZJ\ZOT-K3E82HZJ-5MU8ZHBV-FIG1-P2.png,1152,917,f4e1fd0ef7d3fbc71625f19c731dfa053810eedf86cf8b613610f22d8b7ab33a,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,material_microbe_interfaces;environmental_microbiology_engineering,"134.34,444.88,465.93,708.66",250,not_detected_in_caption_not_cleared,4062ddde5b75d2c1856864358823f59a48a414d4e90b166501a28f0ac34fa308
ZOT-6EIAJMRK-BL2SNCPV-FIG8-P17,zotero_pdf,6EIAJMRK,BL2SNCPV,Frontiers in Microbiology,other,"Methanotrophs: Discoveries, Environmental Relevance, and a Perspective on Current and Future Applications",2021,10.3389/fmicb.2021.678057,Figure 8,17,"FIGURE 8 | Schematic representation of the fate of methane. (1) No action leads to methane-GHG release to the atmosphere (red arrow). (2) Methane can be neutralized into CO2, a less harmful GHG (in a short timescale) (yellow arrow). Methane oxidation can occur aerobically or anaerobically depending on the availability of electron acceptors and the microorganisms present. (3) Methane can be collected and used as a biogas for heat and electricity production (green arrow). (4) Methane can enter bio-based and circular economy models through the application of aerobic methanotrophs for the production of various chemicals, biodiesel, bioplastics, protein, and even the potential recovery of precious metals (blue arrows).",45,environmental_process,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Frontiers-in-Microbiology\6EIAJMRK\ZOT-6EIAJMRK-BL2SNCPV-FIG8-P17.png,1225,1104,463adade3e64a3fad1b3c545ce00e4b0d7c87d2ebfdaa71484f50ca6ff6cf98e,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;environmental_microbiology_engineering,"120.35,65.02,472.87,382.61",250,not_detected_in_caption_not_cleared,5248ee920920790e88fc24c8f0ca32b32fa5e853aa8e1d9d6084aaf1d42621d6
ZOT-KE8ZBP93-NLGDNRV3-FIG7-P10,zotero_pdf,KE8ZBP93,NLGDNRV3,Applied Microbiology and Biotechnology,other,Systems analysis of the effect of hydrogen sulfide on the growth of Methylococcus capsulatus Bath,2022,10.1007/s00253-022-12236-y,Figure 7,10,"Fig. 7 Schematic of selected cellular metabolism modules used by M. capsulatus Bath to adapt to sulfide. Note that there is no SoxD annotated in the M. capsulatus Bath genome. However, immediately downstream of the soxC gene (MCA_RS07400) there is a cytochrome c gene (MCA_RS07405) sharing 33% amino-acid sequence identity to SoxD from Rhodopseudomonas palustris",45,metabolic_pathway,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Applied-Microbiology-and-Biotechnology\KE8ZBP93\ZOT-KE8ZBP93-NLGDNRV3-FIG7-P10.png,1741,1077,550eefa2f31ac4549a08f787a33ad8efeab10ddb67b5f1ea904af5b5320d3c69,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;RP_carbon_fixation;soluble_donors_mediators,"47.02,365.49,548.25,675.53",250,not_detected_in_caption_not_cleared,b36318f9368c08b2f7732a44769b6c3ae1039b18a5b79cf04c24753033e778f8
ZOT-RV2CBZ4W-6GV77TXY-FIG5-P7,zotero_pdf,RV2CBZ4W,6GV77TXY,Nature,other,Microbial iron oxide respiration coupled to sulfide oxidation,2025,10.1038/s41586-025-09467-0,Figure 5,7,"Fig. 5 | Schematic metabolic model of D. alkaliphilus for sulfide oxidation with iron(iii) oxides based on comparative transcriptomics. D. alkaliphilus uses a reversed canonical dissimilatory sulfate reduction (Dsr) pathway to oxidize sulfide to sulfate (blue protein labels). Sulfide reacts with DsrC to form DsrC trisulfide (DCT), which is oxidized stepwise to sulfate via DsrAB, AprAB and Sat. The reducing equivalents are transferred to iron(iii) oxides via EET mechanisms (green protein labels) facilitated by MHCs. D. alkaliphilus also has genes encoding type IV pili (grey protein labels). The tight adhesion (Tad) pilus may drive the cell adherence to the surface of solid iron oxides and/or FeS. The transcription level of each gene during MISO is indicated by mean reads per kilobase of transcript per million mapped reads (RPKM) of four replicates corresponding to the colour in the legend. Blue and green dots show significantly increased gene transcription during sulfide/FeS oxidation and ferrihydrite reduction, respectively. The identifier, full name, RPKM, statistical significance of differential transcription and genomic arrangement for each gene are provided in Extended Data Fig. 3 and Supplementary Tables 2–5. Electron flow and proton translocation are indicated by red arrows. Black dotted arrows indicate putative sulfur redox reactions with unclear enzymology. APS, adenosine-5′-phosphosulfate, Qox, oxidized menaquinone; Qred, reduced menaquinone; FoxFeR, incubation of D. alkaliphilus under formate-oxidizing and ferrihydrite-reducing conditions; FeSoxFeR, incubation of D. alkaliphilus under FeS-oxidizing and ferrihydrite-reducing conditions; Sdisp, incubation of D. alkaliphilus under S(0) disproportionation conditions; SoxFeR, incubation of D. alkaliphilus under sulfide-oxidizing and ferrihydrite-reducing conditions; SoxNR, incubation of D. alkaliphilus under sulfide-oxidizing and nitrate- reducing conditions.",45,electron_transfer,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Nature\RV2CBZ4W\ZOT-RV2CBZ4W-6GV77TXY-FIG5-P7.png,1828,949,9384c1ae47fe74348f0978083622ce986cc0f478fbf2b3c731cc6991415149fa,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,electron_transfer;soluble_donors_mediators;oxygen_redox_interfaces;environmental_microbiology_engineering,"38.92,46.25,565.31,319.22",250,not_detected_in_caption_not_cleared,38513b72c1909215cdb97496a312c8ed7b9868d10dba4eb61815d05eaa36a332
ZOT-SCG5Z7EM-5LGPHJMR-FIG4-P7,zotero_pdf,SCG5Z7EM,5LGPHJMR,Environmental Science & Technology,core,Rice Root Iron Plaque as a Mediator to Stimulate Methanotrophic Nitrogen Fixation,2025,10.1021/acs.est.4c11221,Figure 4,7,"Figure 4. Genome-based phylogenetic tree showing taxonomic positions of high-quality MAGs (A) and metabolic pathway linking methane oxidation to Fe(III) reduction and BNF by the consortia (B). Ru-5P, ribulose 5-phosphate; GAP, glyceraldehyde 3-phosphate; PEP, phosphoenolpyruvate; F6P, fructose 6-phosphate; H6P, hexose 6-phosphate; DHBP, 3,4-dihydroxy-2-butanone 4-phosphate; DMRL, 6,7-dimethyl- 8-ribityllumazine; HBA, hydrogenobyrinic acid; CBAD, cobyrinic acid a,c-diamide; OAA, oxaloacetic acid; c-Cyt, c-type cytochrome; FMN, flavin mononucleotide; FAD, flavin adenine dinucleotide; RFox/RFred, oxidized/reduced riboflavin.",45,microbial_interaction,private_local,C:\Users\25019609r\scientific-figure-corpus-private\zotero\Environmental-Science-Technology\SCG5Z7EM\ZOT-SCG5Z7EM-5LGPHJMR-FIG4-P7.png,1801,1858,c900cd1a560ae50f40bf7d8a5719fc59ec19d16292b720c53c0b4bdfa681ede2,not_verified_private_reference_only,false,true,pending_manual_qa,Private reference only; caption-based selection; verify against source PDF. Contact-sheet visual relevance screening passed; full-resolution source-page QA remains pending.,methane_methanotrophy;soluble_donors_mediators,"50.65,54.44,568.83,589.53",250,not_detected_in_caption_not_cleared,e5b4c039b48d814690cdf4c23bb878596ed980ea4710cad15e9525dd4f3f1bd7
