record_id,canonical_record_id,duplicate_of,library_tier,source_manifest,source_record_id,source_type,journal,year,article_title,doi,article_url,figure_id,primary_purpose_raw,primary_purpose,style_family_raw,style_family,layout_raw,layout,information_density,classification_source,topics,asset_path,sha256,source_rights_status,rights_status,rights_override,redistribution_allowed,visual_qa_status,active_eligible,retrieval_enabled,notes
ACTIVE::S15-038::Figure 4,ACTIVE::S15-038::Figure 4,,active,manifests/stage1_5_wave5_harvested_figures.csv,S15-038,stage1_5_public_harvest,ISME Communications,2025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12503159/,Figure 4,electron_transfer,electron_transfer,mixed_schematic_data,flat_2d_mechanism,evidence_plus_transfer_process,layered_gradient,medium,inferred_from_caption,high,assets/stage1_5/S15-038/S15-038_fig4.jpg,f0d822d78e665e9f9e50ab052a69d8dc9e91ad338cf36191ed057788f408f25e,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,"The electron transfer fluxes (A) and electron transfer coefficient (B) in two sets of system at Stage VII. The concentration of typical redox mediator in propanol-fed systems (C) and butanol-fed systems (D). The diagram of electron transfer process (E). Note: ACNQ means 2-amino-3-carboxy-1,4-naphthoquinone. FAD means flavin adenine dinucleotide. The a. means the P-value < .01. The n.d means: no detection. Fold change was defined as data divided by average of control. Thus, the control had a 1-fold change, its log2(FC) is about zero. The depth of the color blocks represents the strength of gene variation abundance. Different positions indicate changes in different systems at various stages."
ACTIVE::S15-038::Figure 6,ACTIVE::S15-038::Figure 6,,active,manifests/stage1_5_wave5_harvested_figures.csv,S15-038,stage1_5_public_harvest,ISME Communications,2025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12503159/,Figure 6,integrated_mechanism,integrated_mechanism,editorial_2d_overview,editorial_2d_overview,multi_system_circular_comparison,mirrored_comparison,high,inferred_from_caption,moderate,assets/stage1_5/S15-038/S15-038_fig6.jpg,7440b4125e2325f09f766fa6ccd1c2590d3c7352b7bf65b767421a6dadf4f4da,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,"The relationship of metabolic capability, electron transfer, community assembly, and microbial succession in anaerobic digesters, bioelectrochemical systems, anammox reactors, and other environments. Note: Detailed references exhibited in Supplementary Table S4."
ACTIVE::S15-039::Figure 3,ACTIVE::S15-039::Figure 3,,active,manifests/stage1_5_wave5_harvested_figures.csv,S15-039,stage1_5_public_harvest,Science Advances,2025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12372872/,Figure 3,electron_transfer,electron_transfer,flat_2d_mechanism,flat_2d_mechanism,generator_collector_redox_conduction,other,medium,fallback_inference,high,assets/stage1_5/S15-039/S15-039_fig3.jpg,bf08952301d299506ac303ac007bce97398c86a1807163c0bd4fb1cf543ed0e9,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,"Generator-collector measurements of ANME/SRB consortia.(A and B) Schematics of expected outcomes for generator-collector measurements: (A) a blank background lacking conductive material and (B) ANME/SRB consortia containing redox conductive cytochromes that mediate electron transport across the 5-μm gap. The generator electrode sweeps to a more negative potential, reducing the redox component, while the collector electrode is held at a constant positive potential, reoxidizing it. (C and D) Current measured at the generator electrode sweeping from +335 to −265 mV for (C) backgrounds and (D) live ANME/SRB consortia. (E and F) Currents measured at the collector electrodes holding at a constant +335 mV for (E) backgrounds and (F) live ANME/SRB consortia. Together, the generator-collector measurements reveal that the redox-active components, consistent with multiheme cytochrome c, in diverse ANME/SRB consortia are capable of facilitating micrometer-scale electron transport from generator electrodes to collector electrodes."
ACTIVE::S15-039::Figure 4,ACTIVE::S15-039::Figure 4,,active,manifests/stage1_5_wave5_harvested_figures.csv,S15-039,stage1_5_public_harvest,Science Advances,2025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12372872/,Figure 4,interspecies_electron_transfer,electron_transfer,comparative_pathway,pathway_cutaway_2d,four_route_redox_comparison,mirrored_comparison,medium,inferred_from_caption,high,assets/stage1_5/S15-039/S15-039_fig4.jpg,1cba637fa1e2db3299f1d6c3d8214a175634b63590a2c51938d03d055510f578,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,"Redox properties of cytochromes in model electroactive organisms and syntrophic consortia.Electron transport routes and the reduction potentials of key components in (A) Geobacter, (B) Shewanella, (C) syntrophic consortia of SRB and methanogen based on interspecies hydrogen transfer, and (D) syntrophic consortia of ANME and SRB based on direct interspecies electron transport. Black lines indicate the midpoint reduction potentials. Gray bars indicate the reduction potential windows of multiheme cytochromes. The midpoint reduction potentials of cytochromes are more positive than their electron acceptors, but their broad redox-active windows allow reactions to occur. (E) Compilation of reduction potential windows show window size increase with increasing number of hemes in purified cytochromes. The large multiheme cytochrome c (MHC) in ANME/SRB consortia could have even broader redox-active windows to facilitate electron transport to electron acceptors at a large range of reduction potentials."
ACTIVE::S15-041::Figure 1,ACTIVE::S15-041::Figure 1,,active,manifests/stage1_5_wave5_harvested_figures.csv,S15-041,stage1_5_public_harvest,Biotechnology and Bioengineering,2025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11632175/,Figure 1,experimental_system,experimental_design,flat_2d_workflow,editorial_2d_overview,gas_flow_reactor_monitoring,linear_flow,medium,inferred_from_caption,high,assets/stage1_5/S15-041/S15-041_fig1.jpg,d1ee41d0dda12208893bcb75ebe1d823ca6465dd4080cc2b8b86e471fb62af0c,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,"Schematic of the methane Respiration Activity MOnitoring System (RAMOS) device including methane sensors. Gas with a defined composition is introduced into a temperature‐controlled shaker. The in‐gas, controlled by a mass flow controller, is distributed to the eight flasks over capillaries to ensure equal gas distribution between all flasks. Each flask is connected to a measuring loop with O2,CH4, and CO2 sensors. Pressure sensors connected to the loop measure the pressure change in the flasks. During the measurement phase, the valves are closed and the gas is circulated through the measuring loop by piezo‐membrane pumps and the change in gas composition over time is measured."
ACTIVE::S15-043::Figure 2,ACTIVE::S15-043::Figure 2,,active,manifests/stage1_5_wave5_harvested_figures.csv,S15-043,stage1_5_public_harvest,Advanced Science,2026,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12884730/,Figure 2,material_microbe_interface,material_microbe_interface,mixed_schematic_data,flat_2d_mechanism,conductive_carrier_to_biofilm_det,zoom_in_multiscale,medium,inferred_from_caption,high,assets/stage1_5/S15-043/S15-043_fig2.jpg,c2b36b6429a06bd98f8ae4b7ffaee260c478df077f1253ef6dd8a97c3838315d,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,"Performance of methanogenesis and key enzyme activity with the supplementation of the redox‐active conductive TA‐FeBC carrier via DET. a) The schematic illustration of methanogenesis facilitated by the redox‐active conductive TA‐FeBC carrier via DET, along with accumulative methane production in the control and the redox‐active conductive TA‐FeBC carrier reactors (inset: methane yield normalized to biomass in L g−1 for anaerobic suspended sludge and anaerobic biofilm); b) Changes in coenzyme F420 activity; c) ATP concentrations and d) INT‐ETS activities in anaerobic suspended sludge and anaerobic biofilm to quantify key enzymatic and electron transfer activities at the redox‐active conductive TA‐FeBC carrier‐biofilm interfaces. Sludge and biofilm in the figure refer to the anaerobic suspended sludge in the control group and the anaerobic biofilm on the redox‐active conductive TA‐FeBC carrier, respectively."
ACTIVE::S15-043::Figure 7,ACTIVE::S15-043::Figure 7,,active,manifests/stage1_5_wave5_harvested_figures.csv,S15-043,stage1_5_public_harvest,Advanced Science,2026,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12884730/,Figure 7,integrated_mechanism,integrated_mechanism,flat_2d_mechanism,flat_2d_mechanism,dual_pathway_det_summary,evidence_to_model,high,inferred_from_caption,high,assets/stage1_5/S15-043/S15-043_fig7.jpg,899b369e3a134d781b1d9245943fb6ed4224eae810383f05cdda71fa72d5c9ab,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,Schematic of redox‐active conductive TA‐FeBC biofilm driving dual‐pathway DET mechanism.
ACTIVE::S15-047::Figure 1,ACTIVE::S15-047::Figure 1,,active,manifests/stage1_5_wave6_harvested_figures.csv,S15-047,stage1_5_public_harvest,Cell Reports Physical Science,2026,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12915252/,Figure 1,electron_transfer,electron_transfer,flat_2d_mechanism,flat_2d_mechanism,mtrcab_to_electrode_conduit,other,medium,fallback_inference,high,assets/stage1_5/S15-047/S15-047_fig1.jpg,56f1a61679b7f60b7e07d3871be7f172a6e707495afd61c1cfc9412a4589ca99,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,
ACTIVE::S15-047::Figure 4,ACTIVE::S15-047::Figure 4,,active,manifests/stage1_5_wave6_harvested_figures.csv,S15-047,stage1_5_public_harvest,Cell Reports Physical Science,2026,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12915252/,Figure 4,material_microbe_interface,material_microbe_interface,mixed_schematic_data,flat_2d_mechanism,engineered_mtrc_graphite_binding,zoom_in_multiscale,high,inferred_from_caption,high,assets/stage1_5/S15-047/S15-047_fig4.jpg,115c9d34975a62dd0826704c7a389f3118931c011f6df5b159748a2158829715,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,"Improved graphite binding by S. oneidensis and E. coli cells expressing MtrC-GrBP5(A) Illustration shows the C-terminal modification of MtrC with a graphite binding domain to improve the affinity of S. oneidensis cells to a graphite electrode.(B) SEM images of graphite felt fibers with no cells, as well as with bound S. oneidensis ΔmtrC/ΔmtrF/ΔomcA cells expressing either MtrC or MtrC-GrBP5 (scale bars, 5 μm).(C) SEM images of graphite felt fibers with no cells, as well as with bound E. coli BL21(DE3) expressing either CymA-MtrCAB or CymA-MtrCAB-GrBP5 (scale bars, 5 μm).(D) Lysed protein content from a graphite felt electrode aerobically incubated with S. oneidensis or E. coli cells expressing MtrC with or without the GrBP5 binding domain. The data represent the mean protein per cm2 of geometric surface area of graphite felt electrode (mg/cm2) in cell lysate from three biological replicates from three separate experiments of S. oneidensis ΔmtrC/ΔmtrF/ΔomcA cells expressing recombinant MtrC or MtrC-GrBP5, or of E. coli BL21(DE3) cells expressing CymA-MtrCAB-GrBP5 compared to CymA-MtrCAB. Error bars represent standard deviation between experiments (n = 3, significance calculated using a parametric, unpaired, one-tailed t test)."
ACTIVE::S15-052::Figure 1,ACTIVE::S15-052::Figure 1,,active,manifests/stage1_5_wave6_harvested_figures.csv,S15-052,stage1_5_public_harvest,Nature Communications,2024,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11006836/,Figure 1,mineral_microbe_interface,material_microbe_interface,mixed_schematic_data,flat_2d_mechanism,iron_mineral_redox_bridge,zoom_in_multiscale,medium,inferred_from_caption,high,assets/stage1_5/S15-052/S15-052_fig1.jpg,7a54a3d9b54e06491f1e63e34dbe3aa63f6cd8baeba0eb1913777dc18e6f7cf6,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,"CH4 oxidation and CO2 reduction in microcosms, promoted by iron minerals.a CH4 oxidation and CO2 reduction with and without iron minerals in microcosm incubations. The killed control represents the incubation with sterilized soil. Data generated from n = 3 biologically independent samples for each group and error bars indicate standard deviation of the mean. b Proposed mechanism for iron minerals serving as a geo-battery to couple CH4 oxidation and CO2 reduction."
ACTIVE::S15-052::Figure 4,ACTIVE::S15-052::Figure 4,,active,manifests/stage1_5_wave6_harvested_figures.csv,S15-052,stage1_5_public_harvest,Nature Communications,2024,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11006836/,Figure 4,electron_transfer,electron_transfer,mixed_schematic_data,flat_2d_mechanism,bioelectrochemical_consortia_electron_flow,other,medium,fallback_inference,high,assets/stage1_5/S15-052/S15-052_fig4.jpg,006a791afbf66ff56f842a97ad1a9cbf9ab4fdb507610f17fad1ac55c3fae185,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_contact_sheet_screened_then_aws_harvested,true,true,"The proposed electron flow between the CH4-oxidizing and the CO2-reducing consortia.a The bioelectrochemical system used for demonstrating the electron flow. b Electrical output of the bioelectrochemical system (BES) connecting CH4-oxidizing and CO2-reducing consortia, and corresponding controls that is without CH4/HCO3− (Biotic control) or without cells (Abiotic control). Data generated from n = 3 biologically independent samples for each group and error bars indicate standard deviation of the mean. c An image of scanning electron microscope of the biofilm attached on the anode. d An image of scanning electron microscope of the biofilm attached on the cathode; representative of 12 images. e The polarization curve of this bioelectrochemical system. Data generated from n = 3 biologically independent samples for each group and error bars indicate standard deviation of the mean."
ACTIVE::S15-056::Figure 1,ACTIVE::S15-056::Figure 1,,active,manifests/stage1_5_wave7_harvested_figures.csv,S15-056,stage1_5_public_harvest,Quantitative Biology,2023,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12806980/,Figure 1,EET kinetic comparison,comparative_perturbation,flat 2D comparison,flat_2d_mechanism,three-route comparison,mirrored_comparison,medium,inferred_from_caption,high,assets/stage1_5/S15-056/S15-056_fig1.jpg,1880dcfaebd41c241af838cb1d4d76b3654806407aa431f2f6daadfa28ab658b,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_visual_QA_then_AWS_scan_source_media_harvested,true,true,"DET kinetics of EAMs. DET, direct electron transfer; EAMs, electroactive microorganisms."
ACTIVE::S15-056::Figure 3,ACTIVE::S15-056::Figure 3,,active,manifests/stage1_5_wave7_harvested_figures.csv,S15-056,stage1_5_public_harvest,Quantitative Biology,2023,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12806980/,Figure 3,transmembrane EET mechanism,electron_transfer,2D pathway cutaway,pathway_cutaway_2d,membrane electron-potential pathway,other,medium,fallback_inference,high,assets/stage1_5/S15-056/S15-056_fig3.jpg,bc4aceac3e9e8710c81da72eb8d1698e5b9e4512ac972880208a35462dc01509,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_visual_QA_then_AWS_scan_source_media_harvested,true,true,"Conductive mechanisms of cytochromes. (A) The reduction potentials (vs. SHE at pH = 7) of diverse cytochromes in electron transport pathway was shown [47]. (The redox potential of CymA ranges from −110 to −265, FccA from −145 to −286, STC from −138 to −248, and the Mtr complex redox potential has a broader range of 0 to −400). (B) Mechanism of electron transfer in the crystal structure of the MtrABC complex. The crystal structure consists of MtrA (magenta), MtrC (blue) and β‐barrel protein MtrB (green). MtrA has a rod‐like structure with a length of 104 Å, it was sheathed inside MtrB with the N‐terminal protruding from the periplasmic side, and the C‐terminus in contact with MtrC (left). The heme 5 of MtrC (C5) can interact with the heme 10 of the MtrA (A10) to form a 20‐heme chain with a length of 185 Å, allowing electrons to move across the heme network by hopping (right) [24, 47]."
ACTIVE::S15-057::Figure 4,ACTIVE::S15-057::Figure 4,,active,manifests/stage1_5_wave7_harvested_figures.csv,S15-057,stage1_5_public_harvest,Microorganisms,2025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11945658/,Figure 4,electrode-microbe EET mechanism,electron_transfer,flat 2D mechanism,flat_2d_mechanism,three-state electrode interface,mirrored_comparison,medium,inferred_from_caption,high,assets/stage1_5/S15-057/S15-057_fig4.jpg,cfb753c7f4f87b6e9d14ed7d0f3d6d4a942c46cf37d40a5669afca319864005e,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_visual_QA_then_AWS_scan_source_media_harvested,true,true,"Influence of anode potential on EET pathways in electroactive microorganisms. i. Under low or zero applied potential conditions, electroactive microorganisms perform normal EET, transferring electrons from the intracellular environment to electrodes through their inherent mechanisms. ii. As the anode potential increases, several adaptive changes occur in electroactive microorganisms to optimize energy conversion and metabolic processes, thereby enhancing EET efficiency. These changes include the increase in the abundance of EET proteins and factors involved in protein synthesis; the enrichment of c-type cytochromes on the electrode surface; the increase in the secretion of soluble electron shuttles for IET; the generation of new configurations of c-type cytochromes or the selection of new EET paths. iii. When the anode potential is excessively high, the structural integrity of c-type cytochromes may be compromised, and the expression of genes related to EET may be further altered, thereby reducing their EET capacity."
ACTIVE::S15-057::Figure 5,ACTIVE::S15-057::Figure 5,,active,manifests/stage1_5_wave7_harvested_figures.csv,S15-057,stage1_5_public_harvest,Microorganisms,2025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC11945658/,Figure 5,electrode-biofilm response mechanism,electron_transfer,editorial 2D overview,editorial_2d_overview,four-column before-after mechanism,mirrored_comparison,medium,inferred_from_caption,medium,assets/stage1_5/S15-057/S15-057_fig5.jpg,b311f0fad1a1d5e852daada57d00c1db02cb93cff44f56df624c8b7ada287354,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_visual_QA_then_AWS_scan_source_media_harvested,true,true,"The influence of anode potential on physiology of electroactive microorganisms: i. Elevating the anode potential significantly reduces the abundance of proteins related to bacterial chemotaxis and mobility but enhances the swimming speed during transient electrokinesis. ii. Elevating the anode potential significantly shortens cell length, extends the doubling time, and induces the formation of conductive nanowires. iii. A moderate increase in anode potential can enhance metabolic activity and choose a more suitable metabolic pathway. iv. A moderate increase can promote biomass accumulation, decrease the total amount of extracellular polymeric substances (EPS), and increase the conductive components within EPS. Arrows pointing upward or downward indicate an increase or decrease in speed or EPS."
ACTIVE::S15-059::Figure 4,ACTIVE::S15-059::Figure 4,,active,manifests/stage1_5_wave7_harvested_figures.csv,S15-059,stage1_5_public_harvest,Nature Communications,2025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12133095/,Figure 4,mineral-linked EET pathway,electron_transfer,2D pathway cutaway,pathway_cutaway_2d,mineral-to-membrane electron-flow architecture,other,medium,fallback_inference,high,assets/stage1_5/S15-059/S15-059_fig4.jpg,8e96ea045c720eb601fe7cdba3d1211726e242c1dba9b5485da32365b3cad3f3,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_visual_QA_then_AWS_scan_source_media_harvested,true,true,"Molecular model of EET in D. acetexigens. The EET metabolic pathways utilized by D. acetexigens to deliver electrons to external insoluble electron acceptors were constructed with proteins that showed a significant response (P < 0.05) to the iron oxides and electrode as the electron acceptor. The green-dashed box (box on the right) indicates the homolog metal-reducing (Mtr) pathway with Shewanella spp. The blue-dashed box (box in the center) indicates the homolog EET pathway with Geobacter spp. The cytochromes that are exclusively found in Desulfuromonas spp. are shown within the red-dashed box (box on the left). The black arrows indicate the direction of the reactions and proton (H+) transport across membranes. The red arrow indicates the direction of the electron flow to the external electron acceptor. Protein names in red indicate proteins found in multiple copies. Protein names marked with an asterisk (*) have undefined intracellular location, which could be either periplasmic or in the outer membrane. Identifiers of the proteins used in the model are listed in Supplementary Table 16."
ACTIVE::S15-062::Figure 3,ACTIVE::S15-062::Figure 3,,active,manifests/stage1_5_wave7_harvested_figures.csv,S15-062,stage1_5_public_harvest,Environmental Microbiology,2025,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12766260/,Figure 3,environmental redox gradient,environmental_process,gradient profile schematic,editorial_2d_overview,depth-resolved oxic-suboxic profile,layered_gradient,medium,inferred_from_caption,medium,assets/stage1_5/S15-062/S15-062_fig3.jpg,b6bee9e023c38ff2d9d3291953893aa1338ad1d7a9b999f50226157dd9d8ed43,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_visual_QA_then_AWS_scan_source_media_harvested,true,true,"Spatial distribution of molecular features in surface sediment of the Guaymas Basin. Ion intensity plots for three selected molecular features detected via MALDI‐MSI in negative ion mode using a 1,5‐DAN matrix, showing distinct spatial patterns. Line plots adjacent to each heatmap illustrate the sum of normalised counts for each 150‐μm depth horizon, smoothed using a moving average of five data points. Colour gradients in the heatmaps represent normalised intensity, ranging from low intensity (blue) to high intensity (yellow). Overlaid blue and cyan bars indicate the redox stratification of the sediment, with oxic and suboxic zones labelled for reference. Sulfonolipid (SL): 17:0;O/17:0;O represents the fatty acid composition of the lipid with 17 and 0 indicating the number of carbon atoms and double bonds in one hydrocarbon chain respectively and O specifying the presence of a hydroxyl group in the acyl moiety."
ACTIVE::S15-063::Figure 10,ACTIVE::S15-063::Figure 10,,active,manifests/stage1_5_wave7_harvested_figures.csv,S15-063,stage1_5_public_harvest,Frontiers in Marine Science,2026,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12989751/,Figure 10,environmental methane-seep architecture,environmental_process,editorial 2D overview,editorial_2d_overview,layered geochemical-zone reconstruction,layered_gradient,medium,inferred_from_caption,high,assets/stage1_5/S15-063/S15-063_fig10.jpg,7dea86358f1c1b9ab2d56212d472901665e57d137b2fd1e2a30ca6b8c6b4c75c,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_visual_QA_then_AWS_scan_source_media_harvested,true,true,"(A) Mean Simpson’s index changes across the 2A-1 seep transect. (B) The reconstructed seep architecture of porewater defined biogeochemical cycle further linked to (C) the lipid resolved microbial community structure. Only MI values of ≥0.7 are considered for the ANME habitable boundary. Dark arrow indicates major conduits of seepage. Black solid arrows indicate macro- and microseepage, respectively with thick line dotted lines indicating potential major paleo-outflow gas channels based on the differences between MICL to MIIPL spatial ranges (Figure 9)."
ACTIVE::S15-063::Figure 9,ACTIVE::S15-063::Figure 9,,active,manifests/stage1_5_wave7_harvested_figures.csv,S15-063,stage1_5_public_harvest,Frontiers in Marine Science,2026,,,https://pmc.ncbi.nlm.nih.gov/articles/PMC12989751/,Figure 9,environmental spatial gradient,environmental_process,2D environmental profile,editorial_2d_overview,transect-depth redox heatmap,layered_gradient,medium,inferred_from_caption,medium,assets/stage1_5/S15-063/S15-063_fig9.jpg,9fb8a951dc0cf70ea3b883fbba78357ea3b146f2a88d72d2d34231b9db79ff37,public_mirror_allowed_cc_by,public_mirror_allowed_cc_by,,true,direct_visual_QA_then_AWS_scan_source_media_harvested,true,true,"Heatmaps of (A) MIIPL and (B) MICL marking the range of ANME-1 activity. Shaded regions mark areas of high SO42− loss and DIC loading as indicated in Figure 3. (C) Reconstruction of the inferred seepage history. Values on MICL and MIIPL are δ13CTOC measurements (Supplementary Tables S1, S12). Pink dotted line marks the location of the SATZ."
ACTIVE::ese-002-PMC13319378-fig2::baseline,ACTIVE::ese-002-PMC13319378-fig2::baseline,,active,manifests/raw-image-manifest.csv + annotations/figure-level-classification-v0.1.csv,ese-002-PMC13319378-fig2,stage1_baseline_raw_corpus,Environmental Science & Ecotechnology,2026,In-sewer microplastics drive microbial metabolic shifts toward enhanced methanogenesis,10.1016/j.ese.2026.100726,https://pmc.ncbi.nlm.nih.gov/articles/PMC13319378/,fig2,mechanistic_pathway,mechanistic_pathway,flat_2d_mechanism,flat_2d_mechanism,evidence_to_model,evidence_to_model,high,inferred_from_caption,high,assets/raw/ese/ese-002-PMC13319378-fig2.jpg,dd7bc00630142d6b4637c051c97ae21b0ca87911a3df938dc6c56ac6a20f006f,mirror_allowed_ccby_or_cc0,mirror_allowed_ccby_or_cc0,,true,downloaded_unannotated,true,true,"B_style_reference;Reactive oxygen species generation and proposed transformation pathways of PET and PBAT MPs in sewers. a , Electron paramagnetic resonance spectra of hydroxyl radicals (·OH) for PET and PBAT MPs in Milli-Q water and sewage. b , 5,5-Dimethyl-1-pyrroline-N-oxide (DMPO)-·OH spin concentration in sewage alone and sewage containing PET or PBAT MPs. c , Carbonyl index of MPs in Milli-Q water, sewage-aged MPs, and sewage-aged MPs in the presence of the ·OH scavenger isopropanol (IPA) or the superoxide radical anion (O 2 ·− ) scavenger p-benzoquinone (PBQ). Error bars denote the standard deviation. Bars labeled with at least one common letter do not differ significantly, whereas bars with no letters in common differ significantly ( p < 0.05). d , Schematic illustration of formation mechanisms of ·OH and O 2 ·− in sewers. e , Reactive oxygen species attack sites on PET and PBAT MPs calculated by Fukui functions ( f 0 ). Green and blue indicate positive and negative phases of the wave function, respectively. Numbers denote the atom indices of potential ·OH-attack sites. f – g , Proposed transformation pathways of PET ( f ) and PBAT ( g ) MPs in sewers. PET: polyethylene terephthalate; PBAT: polybutylene adipate terephthalate; MPs: microplastics."
ACTIVE::ese-017-PMC13122226-fig1::baseline,ACTIVE::ese-017-PMC13122226-fig1::baseline,,active,manifests/raw-image-manifest.csv + annotations/figure-level-classification-v0.1.csv,ese-017-PMC13122226-fig1,stage1_baseline_raw_corpus,Environmental Science & Ecotechnology,2026,Self-sustaining charge circulation in FeS2/MoS2 heterostructures for micropollutant removal,10.1016/j.ese.2026.100699,https://pmc.ncbi.nlm.nih.gov/articles/PMC13122226/,fig1,mechanistic_pathway,mechanistic_pathway,flat_2d_mechanism,flat_2d_mechanism,mirrored_comparison,mirrored_comparison,medium,inferred_from_caption,high,assets/raw/ese/ese-017-PMC13122226-fig1.jpg,3f546967537e5dd85c855dcd1c5e0768ad718f41865d37b57dbab96cf5072848,mirror_allowed_ccby_or_cc0,mirror_allowed_ccby_or_cc0,,true,downloaded_unannotated,true,true,"A_style_reference;Conceptual comparison of peroxymonosulfate (PMS) activation in traditional and self-sustaining advanced oxidation process systems. a , Traditional cocatalyst-assisted system limited by finite electron transfer, reactive oxygen species (ROS) scavenging, and sacrificial-site deactivation. b , Dual-active-site system featuring a self-sustaining charge circulation loop for active-site regeneration and synergistic ROS production. AOP, advanced oxidation process; E F , Fermi level; M 1 /M 2 , different metal active sites; m / n , metal valence states."
ACTIVE::est-008-PMC13276906-fig1::baseline,ACTIVE::est-008-PMC13276906-fig1::baseline,,active,manifests/raw-image-manifest.csv + annotations/figure-level-classification-v0.1.csv,est-008-PMC13276906-fig1,stage1_baseline_raw_corpus,Environmental Science & Technology,2026,Manganese Oxidation during Vegetation Burning,10.1021/acs.est.6c05048,https://pmc.ncbi.nlm.nih.gov/articles/PMC13276906/,fig1,environmental_process,environmental_process,editorial_2d_overview,editorial_2d_overview,layered_environmental_gradient,layered_gradient,medium,inferred_from_caption,high,assets/raw/est/est-008-PMC13276906-fig1.jpg,4c80f2f0e93a13188522111d1a2e1ff0c26a7a586cc242dbb9a272cc1e7af9c5,mirror_allowed_ccby_or_cc0,mirror_allowed_ccby_or_cc0,,true,downloaded_unannotated,true,true,A_style_reference;Schematic illustration of the coupled Mn (red arrow) and C (green arrow) cycling in the plant–soil continuum in the absence and presence of fire. The goal of this study is to determine how Mn is thermochemically transformed during wildland fires.
